match_id,team_a,team_b,result,team_a_avg_distance_covered_km,team_b_avg_distance_covered_km,diff_avg_distance_covered_km,team_a_avg_minutes_played,team_b_avg_minutes_played,diff_avg_minutes_played,team_a_avg_pass_accuracy,team_b_avg_pass_accuracy,diff_avg_pass_accuracy,team_a_avg_player_rating,team_b_avg_player_rating,diff_avg_player_rating,team_a_avg_possession_impact,team_b_avg_possession_impact,diff_avg_possession_impact,team_a_avg_stamina_score,team_b_avg_stamina_score,diff_avg_stamina_score,team_a_avg_top_speed_kmh,team_b_avg_top_speed_kmh,diff_avg_top_speed_kmh,team_a_total_assists,team_b_total_assists,diff_total_assists,team_a_total_clearances,team_b_total_clearances,diff_total_clearances,team_a_total_creativity_score,team_b_total_creativity_score,diff_total_creativity_score,team_a_total_defensive_contribution,team_b_total_defensive_contribution,diff_total_defensive_contribution,team_a_total_expected_assists_xa,team_b_total_expected_assists_xa,diff_total_expected_assists_xa,team_a_total_expected_goals_xg,team_b_total_expected_goals_xg,diff_total_expected_goals_xg,team_a_total_goals,team_b_total_goals,diff_total_goals,team_a_total_interceptions,team_b_total_interceptions,diff_total_interceptions,team_a_total_key_passes,team_b_total_key_passes,diff_total_key_passes,team_a_total_offensive_contribution,team_b_total_offensive_contribution,diff_total_offensive_contribution,team_a_total_saves,team_b_total_saves,diff_total_saves,team_a_total_shots,team_b_total_shots,diff_total_shots,team_a_total_shots_on_target,team_b_total_shots_on_target,diff_total_shots_on_target,team_a_total_tackles,team_b_total_tackles,diff_total_tackles
M00006,Peru,Scotland,L,4.153846153846154,3.784615384615385,0.36923076923076925,37.07692307692308,34.80769230769231,2.2692307692307736,0.8030769230769231,0.8057692307692309,-0.0026923076923077716,3.8846153846153846,3.8461538461538463,0.038461538461538325,3.2961538461538455,3.0576923076923075,0.23846153846153806,78.4423076923077,81.4423076923077,-3.0,19.861538461538462,20.111538461538462,-0.25,2.0,0.0,2.0,18.0,25.0,-7.0,1260.8999999999999,1239.1000000000001,21.799999999999727,1313.1999999999998,1468.3999999999999,-155.20000000000005,0.25,0.51,-0.26,0.35000000000000003,0.060000000000000005,0.29000000000000004,0.0,2.0,-2.0,16.0,18.0,-2.0,11.0,16.0,-5.0,1112.6000000000001,1249.6,-136.99999999999977,3.0,1.0,2.0,15.0,9.0,6.0,2.0,1.0,1.0,18.0,16.0,2.0
M00006,Scotland,Peru,W,3.784615384615385,4.153846153846154,-0.36923076923076925,34.80769230769231,37.07692307692308,-2.2692307692307736,0.8057692307692309,0.8030769230769231,0.0026923076923077716,3.8461538461538463,3.8846153846153846,-0.038461538461538325,3.0576923076923075,3.2961538461538455,-0.23846153846153806,81.4423076923077,78.4423076923077,3.0,20.111538461538462,19.861538461538462,0.25,0.0,2.0,-2.0,25.0,18.0,7.0,1239.1000000000001,1260.8999999999999,-21.799999999999727,1468.3999999999999,1313.1999999999998,155.20000000000005,0.51,0.25,0.26,0.060000000000000005,0.35000000000000003,-0.29000000000000004,2.0,0.0,2.0,18.0,16.0,2.0,16.0,11.0,5.0,1249.6,1112.6000000000001,136.99999999999977,1.0,3.0,-2.0,9.0,15.0,-6.0,1.0,2.0,-1.0,16.0,18.0,-2.0
M00007,Denmark,Peru,L,4.161538461538461,3.7230769230769236,0.43846153846153735,38.76923076923077,33.96153846153846,4.807692307692307,0.8049999999999999,0.7969230769230768,0.008076923076923093,3.6153846153846154,3.4076923076923076,0.20769230769230784,2.0076923076923077,2.5923076923076924,-0.5846153846153848,82.83846153846154,82.63076923076922,0.2076923076923265,19.78076923076923,17.215384615384615,2.565384615384616,0.0,2.0,-2.0,23.0,23.0,0.0,1065.3,1114.6000000000001,-49.30000000000018,1258.0,1348.6999999999998,-90.69999999999982,0.03,0.2,-0.17,1.1800000000000002,0.26,0.9200000000000002,0.0,2.0,-2.0,20.0,13.0,7.0,6.0,10.0,-4.0,1103.8,1206.6,-102.79999999999995,0.0,4.0,-4.0,11.0,14.0,-3.0,3.0,2.0,1.0,22.0,16.0,6.0
M00007,Peru,Denmark,W,3.7230769230769236,4.161538461538461,-0.43846153846153735,33.96153846153846,38.76923076923077,-4.807692307692307,0.7969230769230768,0.8049999999999999,-0.008076923076923093,3.4076923076923076,3.6153846153846154,-0.20769230769230784,2.5923076923076924,2.0076923076923077,0.5846153846153848,82.63076923076922,82.83846153846154,-0.2076923076923265,17.215384615384615,19.78076923076923,-2.565384615384616,2.0,0.0,2.0,23.0,23.0,0.0,1114.6000000000001,1065.3,49.30000000000018,1348.6999999999998,1258.0,90.69999999999982,0.2,0.03,0.17,0.26,1.1800000000000002,-0.9200000000000002,2.0,0.0,2.0,13.0,20.0,-7.0,10.0,6.0,4.0,1206.6,1103.8,102.79999999999995,4.0,0.0,4.0,14.0,11.0,3.0,2.0,3.0,-1.0,16.0,22.0,-6.0
M00008,Ghana,Scotland,W,3.9269230769230767,4.196153846153846,-0.2692307692307696,37.23076923076923,36.34615384615385,0.8846153846153868,0.793846153846154,0.8207692307692306,-0.026923076923076605,3.7730769230769234,4.088461538461538,-0.3153846153846147,2.569230769230769,3.146153846153846,-0.5769230769230771,84.27692307692308,84.23076923076923,0.04615384615385665,20.034615384615385,19.596153846153847,0.4384615384615387,1.0,2.0,-1.0,20.0,25.0,-5.0,1288.3000000000002,1361.5,-73.19999999999982,1419.1,1407.4999999999998,11.600000000000136,0.66,0.67,-0.010000000000000009,0.22,0.19999999999999998,0.020000000000000018,0.0,6.0,-6.0,12.0,7.0,5.0,16.0,16.0,0.0,1283.5,1177.2,106.29999999999995,5.0,1.0,4.0,18.0,14.0,4.0,3.0,2.0,1.0,22.0,24.0,-2.0
M00008,Scotland,Ghana,L,4.196153846153846,3.9269230769230767,0.2692307692307696,36.34615384615385,37.23076923076923,-0.8846153846153868,0.8207692307692306,0.793846153846154,0.026923076923076605,4.088461538461538,3.7730769230769234,0.3153846153846147,3.146153846153846,2.569230769230769,0.5769230769230771,84.23076923076923,84.27692307692308,-0.04615384615385665,19.596153846153847,20.034615384615385,-0.4384615384615387,2.0,1.0,1.0,25.0,20.0,5.0,1361.5,1288.3000000000002,73.19999999999982,1407.4999999999998,1419.1,-11.600000000000136,0.67,0.66,0.010000000000000009,0.19999999999999998,0.22,-0.020000000000000018,6.0,0.0,6.0,7.0,12.0,-5.0,16.0,16.0,0.0,1177.2,1283.5,-106.29999999999995,1.0,5.0,-4.0,14.0,18.0,-4.0,2.0,3.0,-1.0,24.0,22.0,2.0
M00009,Iraq,Nigeria,L,4.026923076923077,4.3769230769230765,-0.34999999999999964,36.73076923076923,38.61538461538461,-1.8846153846153797,0.7865384615384615,0.8223076923076923,-0.035769230769230775,3.957692307692308,3.68076923076923,0.2769230769230777,3.726923076923077,3.0115384615384615,0.7153846153846155,81.66538461538461,81.8153846153846,-0.14999999999999147,19.684615384615384,17.96923076923077,1.7153846153846146,1.0,0.0,1.0,13.0,11.0,2.0,1212.7,1246.3999999999999,-33.69999999999982,1456.7,1480.3,-23.59999999999991,0.29,0.5399999999999999,-0.24999999999999994,0.44,0.66,-0.22000000000000003,0.0,3.0,-3.0,13.0,9.0,4.0,18.0,7.0,11.0,1366.8999999999999,1171.8,195.0999999999999,0.0,2.0,-2.0,12.0,12.0,0.0,1.0,1.0,0.0,27.0,16.0,11.0
M00009,Nigeria,Iraq,W,4.3769230769230765,4.026923076923077,0.34999999999999964,38.61538461538461,36.73076923076923,1.8846153846153797,0.8223076923076923,0.7865384615384615,0.035769230769230775,3.68076923076923,3.957692307692308,-0.2769230769230777,3.0115384615384615,3.726923076923077,-0.7153846153846155,81.8153846153846,81.66538461538461,0.14999999999999147,17.96923076923077,19.684615384615384,-1.7153846153846146,0.0,1.0,-1.0,11.0,13.0,-2.0,1246.3999999999999,1212.7,33.69999999999982,1480.3,1456.7,23.59999999999991,0.5399999999999999,0.29,0.24999999999999994,0.66,0.44,0.22000000000000003,3.0,0.0,3.0,9.0,13.0,-4.0,7.0,18.0,-11.0,1171.8,1366.8999999999999,-195.0999999999999,2.0,0.0,2.0,12.0,12.0,0.0,1.0,1.0,0.0,16.0,27.0,-11.0
M00010,Denmark,Panama,L,4.207692307692308,4.353846153846154,-0.14615384615384652,36.92307692307692,38.26923076923077,-1.3461538461538467,0.823076923076923,0.8007692307692308,0.02230769230769225,3.2961538461538455,3.773076923076923,-0.47692307692307745,1.8115384615384615,3.4076923076923076,-1.596153846153846,80.50384615384615,82.05000000000001,-1.5461538461538566,18.588461538461537,18.515384615384615,0.07307692307692193,1.0,1.0,0.0,17.0,25.0,-8.0,1099.6,1312.5000000000002,-212.90000000000032,1207.6999999999998,1454.7,-247.00000000000023,0.49,0.36,0.13,0.5700000000000001,0.67,-0.09999999999999998,2.0,4.0,-2.0,11.0,16.0,-5.0,9.0,12.0,-3.0,1050.1999999999998,1190.7,-140.50000000000023,1.0,3.0,-2.0,17.0,15.0,2.0,3.0,2.0,1.0,11.0,20.0,-9.0
M00010,Panama,Denmark,W,4.353846153846154,4.207692307692308,0.14615384615384652,38.26923076923077,36.92307692307692,1.3461538461538467,0.8007692307692308,0.823076923076923,-0.02230769230769225,3.773076923076923,3.2961538461538455,0.47692307692307745,3.4076923076923076,1.8115384615384615,1.596153846153846,82.05000000000001,80.50384615384615,1.5461538461538566,18.515384615384615,18.588461538461537,-0.07307692307692193,1.0,1.0,0.0,25.0,17.0,8.0,1312.5000000000002,1099.6,212.90000000000032,1454.7,1207.6999999999998,247.00000000000023,0.36,0.49,-0.13,0.67,0.5700000000000001,0.09999999999999998,4.0,2.0,2.0,16.0,11.0,5.0,12.0,9.0,3.0,1190.7,1050.1999999999998,140.50000000000023,3.0,1.0,2.0,15.0,17.0,-2.0,2.0,3.0,-1.0,20.0,11.0,9.0
M00011,Morocco,Algeria,L,4.096153846153846,3.880769230769231,0.21538461538461462,37.96153846153846,35.15384615384615,2.8076923076923066,0.8026923076923077,0.7988461538461539,0.0038461538461538325,3.434615384615385,3.8961538461538465,-0.4615384615384617,4.138461538461538,1.9884615384615385,2.1499999999999995,83.5,82.04999999999998,1.450000000000017,17.334615384615383,19.634615384615387,-2.3000000000000043,2.0,1.0,1.0,22.0,25.0,-3.0,1329.8,1177.4,152.39999999999986,1443.1,1382.0,61.09999999999991,0.89,0.25,0.64,0.29000000000000004,0.21000000000000002,0.08000000000000002,1.0,2.0,-1.0,20.0,18.0,2.0,16.0,14.0,2.0,1260.1,1111.5,148.5999999999999,4.0,2.0,2.0,5.0,12.0,-7.0,0.0,1.0,-1.0,30.0,12.0,18.0
M00011,Algeria,Morocco,W,3.880769230769231,4.096153846153846,-0.21538461538461462,35.15384615384615,37.96153846153846,-2.8076923076923066,0.7988461538461539,0.8026923076923077,-0.0038461538461538325,3.8961538461538465,3.434615384615385,0.4615384615384617,1.9884615384615385,4.138461538461538,-2.1499999999999995,82.04999999999998,83.5,-1.450000000000017,19.634615384615387,17.334615384615383,2.3000000000000043,1.0,2.0,-1.0,25.0,22.0,3.0,1177.4,1329.8,-152.39999999999986,1382.0,1443.1,-61.09999999999991,0.25,0.89,-0.64,0.21000000000000002,0.29000000000000004,-0.08000000000000002,2.0,1.0,1.0,18.0,20.0,-2.0,14.0,16.0,-2.0,1111.5,1260.1,-148.5999999999999,2.0,4.0,-2.0,12.0,5.0,7.0,1.0,0.0,1.0,12.0,30.0,-18.0
M00012,Cameroon,Colombia,L,4.226923076923077,3.8423076923076924,0.3846153846153846,37.19230769230769,36.38461538461539,0.8076923076923066,0.8161538461538461,0.8103846153846154,0.005769230769230749,3.8999999999999995,3.388461538461539,0.5115384615384606,4.1692307692307695,2.45,1.7192307692307693,81.91538461538462,79.57692307692308,2.3384615384615444,19.81153846153846,17.62692307692308,2.1846153846153804,1.0,0.0,1.0,22.0,15.0,7.0,1442.3999999999999,1099.9,342.4999999999998,1369.8000000000002,1423.8000000000002,-54.0,0.53,0.37,0.16000000000000003,0.8699999999999999,0.03,0.8399999999999999,2.0,0.0,2.0,13.0,18.0,-5.0,19.0,8.0,11.0,1286.2,1120.1,166.10000000000014,4.0,2.0,2.0,17.0,7.0,10.0,2.0,0.0,2.0,21.0,18.0,3.0
M00012,Colombia,Cameroon,W,3.8423076923076924,4.226923076923077,-0.3846153846153846,36.38461538461539,37.19230769230769,-0.8076923076923066,0.8103846153846154,0.8161538461538461,-0.005769230769230749,3.388461538461539,3.8999999999999995,-0.5115384615384606,2.45,4.1692307692307695,-1.7192307692307693,79.57692307692308,81.91538461538462,-2.3384615384615444,17.62692307692308,19.81153846153846,-2.1846153846153804,0.0,1.0,-1.0,15.0,22.0,-7.0,1099.9,1442.3999999999999,-342.4999999999998,1423.8000000000002,1369.8000000000002,54.0,0.37,0.53,-0.16000000000000003,0.03,0.8699999999999999,-0.8399999999999999,0.0,2.0,-2.0,18.0,13.0,5.0,8.0,19.0,-11.0,1120.1,1286.2,-166.10000000000014,2.0,4.0,-2.0,7.0,17.0,-10.0,0.0,2.0,-2.0,18.0,21.0,-3.0
M00013,Sweden,Spain,W,3.7961538461538455,4.126923076923077,-0.3307692307692318,35.03846153846154,36.5,-1.46153846153846,0.8057692307692308,0.8023076923076923,0.003461538461538516,3.661538461538461,3.861538461538461,-0.20000000000000018,1.9692307692307693,2.673076923076923,-0.7038461538461536,82.21923076923078,80.15384615384616,2.065384615384616,18.61923076923077,19.43846153846154,-0.8192307692307672,0.0,4.0,-4.0,23.0,11.0,12.0,1126.7,1317.4999999999998,-190.79999999999973,1172.2,1252.8,-80.59999999999991,0.8400000000000001,0.68,0.16000000000000003,0.84,0.22,0.62,0.0,1.0,-1.0,8.0,9.0,-1.0,8.0,14.0,-6.0,1092.5,1207.1999999999998,-114.69999999999982,1.0,4.0,-3.0,12.0,13.0,-1.0,2.0,2.0,0.0,23.0,27.0,-4.0
M00013,Spain,Sweden,L,4.126923076923077,3.7961538461538455,0.3307692307692318,36.5,35.03846153846154,1.46153846153846,0.8023076923076923,0.8057692307692308,-0.003461538461538516,3.861538461538461,3.661538461538461,0.20000000000000018,2.673076923076923,1.9692307692307693,0.7038461538461536,80.15384615384616,82.21923076923078,-2.065384615384616,19.43846153846154,18.61923076923077,0.8192307692307672,4.0,0.0,4.0,11.0,23.0,-12.0,1317.4999999999998,1126.7,190.79999999999973,1252.8,1172.2,80.59999999999991,0.68,0.8400000000000001,-0.16000000000000003,0.22,0.84,-0.62,1.0,0.0,1.0,9.0,8.0,1.0,14.0,8.0,6.0,1207.1999999999998,1092.5,114.69999999999982,4.0,1.0,3.0,13.0,12.0,1.0,2.0,2.0,0.0,27.0,23.0,4.0
M00014,Scotland,Italy,D,3.7653846153846158,4.4884615384615385,-0.7230769230769227,35.53846153846154,37.19230769230769,-1.6538461538461533,0.8003846153846155,0.8157692307692307,-0.015384615384615219,3.4038461538461537,3.519230769230769,-0.11538461538461542,3.173076923076923,3.769230769230769,-0.5961538461538463,80.99230769230768,82.52307692307691,-1.5307692307692378,18.653846153846153,19.26923076923077,-0.6153846153846168,2.0,0.0,2.0,13.0,28.0,-15.0,1367.8999999999999,1272.5,95.39999999999986,1433.6,1294.8,138.79999999999995,0.78,0.54,0.24,0.11,0.36,-0.25,3.0,1.0,2.0,16.0,10.0,6.0,17.0,18.0,-1.0,1233.8,1117.8000000000002,115.99999999999977,1.0,5.0,-4.0,19.0,13.0,6.0,2.0,1.0,1.0,15.0,21.0,-6.0
M00014,Italy,Scotland,D,4.4884615384615385,3.7653846153846158,0.7230769230769227,37.19230769230769,35.53846153846154,1.6538461538461533,0.8157692307692307,0.8003846153846155,0.015384615384615219,3.519230769230769,3.4038461538461537,0.11538461538461542,3.769230769230769,3.173076923076923,0.5961538461538463,82.52307692307691,80.99230769230768,1.5307692307692378,19.26923076923077,18.653846153846153,0.6153846153846168,0.0,2.0,-2.0,28.0,13.0,15.0,1272.5,1367.8999999999999,-95.39999999999986,1294.8,1433.6,-138.79999999999995,0.54,0.78,-0.24,0.36,0.11,0.25,1.0,3.0,-2.0,10.0,16.0,-6.0,18.0,17.0,1.0,1117.8000000000002,1233.8,-115.99999999999977,5.0,1.0,4.0,13.0,19.0,-6.0,1.0,2.0,-1.0,21.0,15.0,6.0
M00015,Poland,Ghana,D,4.684615384615384,4.584615384615384,0.09999999999999964,38.84615384615385,39.34615384615385,-0.5,0.7900000000000001,0.818846153846154,-0.028846153846153855,3.7115384615384617,3.8576923076923078,-0.14615384615384608,1.9538461538461538,3.280769230769231,-1.3269230769230773,82.45384615384616,83.85769230769232,-1.4038461538461604,19.846153846153847,20.28076923076923,-0.43461538461538396,1.0,0.0,1.0,29.0,22.0,7.0,1273.6,1215.1000000000001,58.49999999999977,1239.5,1357.5,-118.0,0.1,1.15,-1.0499999999999998,0.4800000000000001,0.25,0.2300000000000001,0.0,2.0,-2.0,12.0,19.0,-7.0,10.0,16.0,-6.0,1110.1,1218.5,-108.40000000000009,0.0,5.0,-5.0,11.0,13.0,-2.0,1.0,1.0,0.0,19.0,29.0,-10.0
M00015,Ghana,Poland,D,4.584615384615384,4.684615384615384,-0.09999999999999964,39.34615384615385,38.84615384615385,0.5,0.818846153846154,0.7900000000000001,0.028846153846153855,3.8576923076923078,3.7115384615384617,0.14615384615384608,3.280769230769231,1.9538461538461538,1.3269230769230773,83.85769230769232,82.45384615384616,1.4038461538461604,20.28076923076923,19.846153846153847,0.43461538461538396,0.0,1.0,-1.0,22.0,29.0,-7.0,1215.1000000000001,1273.6,-58.49999999999977,1357.5,1239.5,118.0,1.15,0.1,1.0499999999999998,0.25,0.4800000000000001,-0.2300000000000001,2.0,0.0,2.0,19.0,12.0,7.0,16.0,10.0,6.0,1218.5,1110.1,108.40000000000009,5.0,0.0,5.0,13.0,11.0,2.0,1.0,1.0,0.0,29.0,19.0,10.0
